1780200000|0.5600|0.5900|261.79
1780203600|0.5600|0.5900|3.00
1780207200|0.5600|0.6000|72.71
1780210800|0.5600|0.6000|0.00
1780214400|0.5700|0.6000|0.00
1780218000|0.5700|0.5900|1.00
1780221600|0.5700|0.6000|16.53
1780225200|0.5700|0.5900|41.19
1780228800|0.5700|0.5900|0.00
1780232400|0.5700|0.5900|0.39
1780236000|0.5700|0.6000|92.57
1780239600|0.5700|0.6000|25.00
1780243200|0.5700|0.5900|1.00
1780246800|0.5700|0.6000|26.47
1780250400|0.5700|0.5800|81.00
1780254000|0.5700|0.5900|1.63
1780257600|0.5900|0.6100|216.67
1780261200|0.6000|0.6100|120.95
1780264800|0.5900|0.6100|105.92
1780268400|0.5900|0.6100|61.53
1780272000|0.5800|0.6000|0.00
1780275600|0.5800|0.6100|73.65
1780279200|0.6100|0.6200|223.57
1780282800|0.5900|0.6200|9.57
1780286400|0.5900|0.6100|190.23
1780290000|0.5900|0.6100|225.42
1780293600|0.5900|0.6000|1.62
1780297200|0.5900|0.6000|3.00
1780300800|0.5900|0.6200|32.71
1780304400|0.5900|0.6100|0.00
1780308000|0.5900|0.6300|302.98
1780311600|0.6100|0.6300|0.00
1780315200|0.5900|0.6200|5.12
1780318800|0.5900|0.6200|8.00
1780322400|0.5900|0.6200|0.00
1780326000|0.5900|0.6200|3.00
1780329600|0.5900|0.6200|9.42
1780333200|0.6000|0.6200|1.00
1780336800|0.5900|0.6100|62.00
1780340400|0.6000|0.6200|76.63
1780344000|0.6000|0.6200|571.60
1780347600|0.6000|0.6200|151.79
1780351200|0.6000|0.6200|59.21
1780354800|0.6000|0.6200|3.14
1780358400|0.5900|0.6100|34.99
1780362000|0.5900|0.6000|15.00
1780365600|0.5900|0.6100|121.61
1780369200|0.5900|0.6000|0.00
1780372800|0.5900|0.6000|0.01
1780376400|0.5900|0.6100|17.39
1780380000|0.5900|0.6100|27.17
1780383600|0.5900|0.6100|6.00
1780387200|0.5900|0.6100|0.00
1780390800|0.6000|0.6100|0.00
1780394400|0.6000|0.6100|0.00
1780398000|0.6000|0.6200|79.00
1780401600|0.6000|0.6200|156.11
1780405200|0.5800|0.6000|643.74
1780408800|0.5800|0.6200|185.71
1780412400|0.5800|0.6200|22.85
1780416000|0.5800|0.6200|3.00
1780419600|0.5800|0.6200|47.12
1780423200|0.5800|0.5900|9.57
1780426800|0.5800|0.5900|0.00
1780430400|0.5800|0.6200|194.18
1780434000|0.5900|0.6200|337.42
1780437600|0.5900|0.6200|356.24
1780441200|0.5900|0.6100|1567.03
1780444800|0.5800|0.6200|3175.16
1780448400|0.5900|0.6200|7529.01
1780452000|0.5700|0.5900|3999.86
1780455600|0.5700|0.6100|3176.21
1780459200|0.6000|0.6100|11814.37
1780462800|0.5900|0.6100|7843.06
1780466400|0.6000|0.6100|1535.64
1780470000|0.5900|0.6000|1979.67
1780473600|0.5900|0.6000|1874.88
1780477200|0.5900|0.6000|135.42
1780480800|0.5900|0.6000|492.44
1780484400|0.5900|0.6000|1329.91
1780488000|0.5900|0.6000|865.70
1780491600|0.5900|0.6000|764.71
1780495200|0.5900|0.6000|6577.96
1780498800|0.5900|0.6000|2771.56
1780502400|0.5900|0.6000|1955.04
1780506000|0.5900|0.6000|2009.38
1780509600|0.5900|0.6000|2421.52
1780513200|0.5900|0.6000|3041.89
1780516800|0.5900|0.6000|3271.98
1780520400|0.5900|0.6000|2215.70
1780524000|0.5900|0.6000|1742.42
1780527600|0.5900|0.6000|2309.46
1780531200|0.5900|0.6000|3860.79
1780534800|0.5900|0.6000|2287.33
1780538400|0.5900|0.6000|4504.09
1780542000|0.5900|0.6000|3856.24
1780545600|0.5900|0.6000|50985.87
1780549200|0.5900|0.6000|12882.09
1780552800|0.5900|0.6000|36531.78
1780556400|0.5900|0.6000|6226.13
1780560000|0.5900|0.6000|0.00
1780563600|0.5900|0.6000|0.00
1780567200|0.5900|0.6000|2516.96
1780570800|0.5900|0.6000|8433.86
1780574400|0.5900|0.6000|9115.54
1780578000|0.5900|0.6000|17054.71
1780581600|0.5900|0.6000|17397.26
1780585200|0.5900|0.6000|21526.15
1780588800|0.5900|0.6000|32464.82
1780592400|0.5800|0.5900|80115.13
1780596000|0.5800|0.5900|60728.91
1780599600|0.5800|0.5900|69738.78
1780603200|0.5800|0.5900|82257.18
1780606800|0.5800|0.5900|232515.63
1780610400|0.5800|0.5900|231614.70
1780614000|0.5900|0.6000|373891.50
1780617600|0.6000|0.6100|842216.26
1780621200|0.4200|0.4300|1607822.73
1780624800|0.1400|0.1500|1467413.39
1780628400|0.5400|0.5500|2898945.50
1780632000|0.0000|1.0000|1432908.02
