1786064400|0.0000|0.5400|0.00
1786068000|0.4500|0.5200|1.00
1786075200|0.4500|0.5100|0.00
1786078800|0.4900|0.5100|0.00
1786082400|0.4900|0.5100|0.00
1786086000|0.5000|0.5100|0.00
1786089600|0.5000|0.5100|0.00
1786093200|0.5000|0.5100|0.00
1786096800|0.4900|0.5100|0.00
1786100400|0.5000|0.5100|0.00
1786107600|0.5000|0.5100|0.00
1786111200|0.4900|0.5100|0.00
1786114800|0.5000|0.5100|0.00
1786118400|0.5000|0.5400|20.00
1786122000|0.5000|0.5400|35.00
1786125600|0.5000|0.5300|0.00
1786129200|0.5100|0.5300|0.00
1786136400|0.5100|0.5400|18.24
1786140000|0.5200|0.5400|26.00
1786143600|0.5200|0.5400|8.00
1786147200|0.5200|0.5400|0.00
1786150800|0.5200|0.5400|0.00
1786154400|0.5200|0.5400|0.00
1786158000|0.5200|0.5500|89.70
1786161600|0.5300|0.5400|3.58
1786165200|0.5200|0.5400|3.58
1786168800|0.5200|0.5500|8.00
1786172400|0.5300|0.5400|55.87
1786176000|0.5200|0.5400|0.00
1786179600|0.5200|0.5400|1.00
1786183200|0.5200|0.5400|0.00
1786186800|0.5300|0.5400|0.91
1786190400|0.5200|0.5300|0.00
1786194000|0.5200|0.5300|0.00
1786197600|0.5200|0.5300|0.00
1786201200|0.5200|0.5400|0.00
1786204800|0.5200|0.5300|0.00
1786208400|0.5200|0.5400|36.09
1786212000|0.5200|0.5400|0.00
1786215600|0.5200|0.5400|14.00
1786219200|0.5200|0.5400|460.72
1786222800|0.5200|0.5400|17.94
1786226400|0.5200|0.5300|0.00
1786230000|0.5200|0.5300|0.00
1786233600|0.5200|0.5400|1638.85
1786237200|0.5200|0.5400|74.55
1786240800|0.5300|0.5400|1625.68
1786244400|0.5300|0.5400|1140.61
1786248000|0.5200|0.5500|1549.14
1786251600|0.5400|0.5400|538.65
1786255200|0.5300|0.5400|621.38
1786258800|0.5300|0.5400|1221.85
1786262400|0.5300|0.5400|250.37
1786266000|0.5300|0.5400|144.54
1786269600|0.5300|0.5400|207.41
1786273200|0.5300|0.5400|161.07
1786276800|0.5300|0.5400|525.82
1786280400|0.5300|0.5400|6295.22
1786284000|0.5300|0.5400|405.34
1786287600|0.5300|0.5400|1069.64
1786291200|0.5300|0.5400|3408.33
1786294800|0.5300|0.5400|2523.61
1786298400|0.5300|0.5400|4185.38
1786302000|0.5300|0.5400|3361.69
1786305600|0.5300|0.5400|8988.19
1786309200|0.5200|0.5300|53270.62
1786312800|0.5200|0.5300|77289.83
1786316400|0.5200|0.5300|226512.67
1786320000|0.5200|0.5300|662712.68
1786323600|0.3100|0.4100|1114606.24
1786327200|0.3600|0.9200|1612645.26
1786330800|0.0000|1.0000|940551.18
