0.0100,yes,0.99
0.0100,yes,8.00
0.0100,yes,5.00
0.0100,yes,12.00
0.0100,yes,5.00
0.0100,yes,14.00
0.0100,yes,6.00
0.0100,no,2.00
0.0100,no,10.00
0.0200,yes,4.00
0.0300,yes,1.00
0.0100,yes,4.00
0.0100,yes,9.00
0.0200,yes,73.00
0.0200,yes,15.00
0.0100,yes,5.00
0.0100,yes,5.00
0.0300,yes,1.00
0.0100,yes,4.00
0.0200,yes,44.00
0.0300,yes,38.01
0.0100,yes,21.00
0.0100,yes,5.00
0.0200,yes,10.00
0.0100,yes,1.00
0.0200,yes,6.00
0.0200,yes,4.00
0.0100,no,50.00
0.0100,no,1.00
0.0100,no,6.00
0.0100,no,30.00
0.0100,no,4.00
0.0100,no,25.00
0.0100,no,91.00
0.0100,no,1.00
0.0100,no,11.00
0.0100,no,100.00
0.0100,no,12.02
0.0100,no,39.98
0.0100,no,0.99
0.0100,no,6.05
0.0100,no,4.00
0.0200,no,1.00
0.0200,yes,2.66
0.0200,yes,4.00
0.0200,yes,8.34
0.0100,no,1.00
0.0200,yes,1.00
0.0200,yes,1.00
0.0100,no,10.09
0.0200,no,0.10
0.0300,yes,3.11
0.0300,yes,10.00
0.0300,yes,15.39
0.0300,yes,4.00
0.0300,yes,0.50
0.0200,no,0.10
0.0300,yes,3.00
0.0400,yes,5.00
0.0400,yes,2.94
0.0400,yes,1.00
0.0300,yes,42.67
0.0400,yes,17.00
0.0400,yes,27.00
0.0400,yes,16.00
0.0300,yes,1.00
0.0300,yes,4.00
0.0300,yes,0.10
0.0400,yes,10.00
0.0200,no,3.80
0.0200,no,10.00
0.0200,no,40.00
0.0200,no,75.00
0.0200,no,29.20
0.0200,no,4.00
0.0200,no,1.00
0.0200,no,12.00
0.0200,no,500.00
0.0200,no,17.38
0.0200,no,27.52
0.0200,no,7.00
0.0200,no,60.10
0.0200,no,34.90
0.0200,no,5.10
0.0200,no,0.10
0.0300,yes,5.00
0.0300,yes,5.00
0.0300,yes,4.00
0.0300,yes,5.00
0.0300,yes,0.10
0.0300,yes,4.03
0.0300,yes,4.00
0.0300,yes,20.00
0.0300,yes,1.00
0.0300,yes,19.00
0.0300,yes,10.00
0.0400,yes,12.18
0.0300,yes,0.10
0.0200,no,35.00
0.0300,yes,2.00
0.0200,no,0.10
0.0300,yes,6.00
0.0300,yes,2.45
0.0300,yes,5.00
0.0300,yes,13.97
0.0300,yes,35.00
0.0300,yes,29.96
0.0200,no,0.10
0.0200,yes,21.00
0.0200,yes,15.00
0.0200,yes,25.00
0.0200,yes,17.00
0.0200,yes,35.00
0.0200,yes,5.00
0.0200,yes,34.60
0.0200,yes,2.00
0.0200,yes,1.00
0.0200,yes,5.00
0.0200,yes,5.00
0.0200,yes,34.40
0.0200,yes,2.00
0.0200,yes,1.00
0.0300,yes,63.67
0.0200,yes,5.00
0.0200,yes,25.00
0.0200,yes,10.00
0.0200,yes,5.00
0.0200,yes,9.00
0.0100,no,8.00
0.0100,no,18.00
0.0100,no,30.00
0.0100,no,5.00
0.0100,no,5.00
0.0100,no,5.18
0.0100,no,20.00
0.0100,no,5.00
0.0100,no,35.00
0.0100,no,11.00
0.0100,no,1.00
0.0100,no,5.00
0.0100,no,25.00
0.0100,no,21.00
0.0100,no,5.00
0.0100,no,35.00
0.0100,no,17.00
0.0100,no,25.00
0.0100,no,2.00
0.0100,no,2.71
0.0200,yes,3.60
0.0200,yes,6.40
0.0100,no,5.00
0.0100,no,5.00
0.0100,no,9.00
0.0100,no,12.00
0.0100,no,38.00
0.0100,no,3.00
0.0100,no,3.00
0.0100,no,12.00
0.0100,no,5.00
0.0100,no,9.00
0.0100,no,16.00
0.0200,yes,5.00
0.0200,yes,18.00
0.0200,yes,2.00
0.0200,yes,5.00
0.0100,no,10.00
0.0100,no,27.00
0.0100,no,5.00
0.0200,yes,7.00
0.0200,yes,3.00
0.0100,no,17.00
0.0200,yes,6.00
0.0200,yes,4.00
0.0100,no,1.00
0.0200,yes,1.00
0.0200,no,100.00
0.0200,no,5.00
0.0200,no,0.48
0.0200,no,46.00
0.0200,no,100.00
0.0300,yes,3.00
0.0300,no,50.00
0.0300,no,0.92
0.0300,no,4.00
0.0500,no,2.00
0.0600,yes,4.00
0.0400,yes,52.00
0.0900,yes,1.00
0.0300,no,1.00
0.0300,no,0.02
0.0400,yes,10.00
0.0300,no,5.94
0.0300,no,13.06
0.0300,no,1.00
0.0400,yes,1.00
0.0500,no,3.00
0.0500,no,4.00
0.0400,no,4.00
0.0500,no,4.00
0.0300,no,0.06
0.0500,yes,1.00
0.0500,no,4.00
0.0700,yes,10.00
