1780664400|0.4500|0.4600|23.09
1780668000|0.4200|0.4400|1477.33
1780671600|0.4100|0.4400|62.20
1780675200|0.4100|0.4400|66.23
1780678800|0.4400|0.4800|1962.78
1780682400|0.4100|0.4400|9.37
1780686000|0.4300|0.4400|54.67
1780689600|0.4200|0.4500|1.00
1780693200|0.4300|0.4400|320.95
1780696800|0.4500|0.4600|15.09
1780700400|0.4500|0.4600|135.14
1780704000|0.4700|0.4900|21.51
1780707600|0.4600|0.5000|77.87
1780711200|0.4600|0.5000|0.00
1780714800|0.4600|0.5000|14.00
1780718400|0.4700|0.5100|189.26
1780722000|0.4400|0.4800|0.00
1780725600|0.4700|0.4800|0.00
1780729200|0.4700|0.5000|27.10
1780732800|0.5000|0.5100|1000.00
1780736400|0.5000|0.5100|0.00
1780740000|0.5000|0.5100|315.00
1780743600|0.5000|0.5100|0.00
1780747200|0.5000|0.5100|25.00
1780750800|0.4500|0.4800|4138.12
1780754400|0.4800|0.4900|36.70
1780758000|0.4800|0.5000|284.28
1780761600|0.4800|0.5100|772.94
1780765200|0.4800|0.5300|190.17
1780768800|0.4800|0.5100|21.79
1780772400|0.4900|0.5000|420.56
1780776000|0.4800|0.5100|64.39
1780779600|0.4800|0.5100|0.00
1780786800|0.4800|0.5100|185.46
1780790400|0.4800|0.5100|111.68
1780794000|0.4900|0.5000|34.32
1780797600|0.4900|0.5100|33.00
1780801200|0.4800|0.5300|3.01
1780804800|0.4800|0.5300|57.65
1780815600|0.4800|0.5200|35.53
1780819200|0.5000|0.5200|246.89
1780826400|0.5100|0.5200|1.86
1780830000|0.5100|0.5200|0.00
1780833600|0.5000|0.5200|132.97
1780837200|0.5000|0.5100|35.22
1780840800|0.5000|0.5200|0.00
1780844400|0.5000|0.5200|425.96
1780848000|0.5000|0.5400|108.87
1780851600|0.5000|0.5400|5.00
1780855200|0.5000|0.5400|8.97
1780858800|0.5000|0.5300|38.00
1780862400|0.5000|0.5100|175.00
1780866000|0.4700|0.4900|2624.62
1780869600|0.4700|0.4800|4.00
1780873200|0.4700|0.4800|0.30
1780876800|0.4700|0.4800|70.40
1780880400|0.4700|0.4800|183.91
1780884000|0.4700|0.4800|114.07
1780887600|0.4700|0.4800|10.48
1780891200|0.4700|0.4800|186.68
1780894800|0.4700|0.4800|49.85
1780898400|0.4700|0.4800|9.13
1780902000|0.4700|0.4800|9.00
1780909200|0.4700|0.4800|10.00
1780912800|0.4700|0.4800|0.00
1780916400|0.4700|0.4800|12.05
1780920000|0.4700|0.4800|0.00
1780923600|0.4700|0.4800|13.05
1780927200|0.4700|0.4800|121.60
1780930800|0.4700|0.4800|944.76
1780934400|0.4700|0.4900|885.66
1780938000|0.4900|0.5000|307.88
1780941600|0.4800|0.4900|3.94
1780945200|0.4800|0.5000|349.86
1780948800|0.4900|0.5000|1164.03
1780952400|0.4900|0.5200|713.06
1780956000|0.4800|0.4900|32.54
1780959600|0.4800|0.4900|220.68
1780963200|0.4700|0.4900|1255.67
1780966800|0.4700|0.5100|1320.68
1780970400|0.4700|0.4900|100.91
1780974000|0.4600|0.4900|19.44
1780977600|0.4600|0.4900|1794.95
1780981200|0.4500|0.5200|141.96
1780984800|0.5000|0.5100|152.40
1780988400|0.4800|0.4900|142.01
1780992000|0.4400|0.4800|22.28
1780995600|0.2600|0.3100|4653.80
1780999200|0.3400|0.3500|269.40
1781002800|0.3400|0.3500|117.84
1781006400|0.3300|0.3400|467.80
1781010000|0.2900|0.3200|4245.91
1781013600|0.3100|0.3200|403.97
1781017200|0.3400|0.3500|6342.02
1781020800|0.4600|0.5000|17786.82
1781024400|0.4400|0.4800|2202.37
1781028000|0.4100|0.4900|1059.47
1781031600|0.4200|0.4700|1460.57
1781035200|0.4100|0.4300|1533.22
1781038800|0.4100|0.4200|2544.05
1781042400|0.4100|0.4200|268.52
1781046000|0.4100|0.4200|519.60
1781049600|0.4100|0.4200|1217.64
1781053200|0.4100|0.4200|519.92
1781056800|0.3900|0.4200|837.20
1781060400|0.4100|0.4200|4707.82
1781064000|0.4000|0.4100|691.58
1781067600|0.4100|0.4200|3107.51
1781071200|0.4600|0.4900|11094.49
1781074800|0.4200|0.4600|877.47
1781078400|0.4600|0.4700|560.50
1781082000|0.4600|0.5200|5.00
1781085600|0.4500|0.5000|59.32
1781089200|0.4200|0.4800|527.60
1781092800|0.5100|0.5300|2468.66
1781096400|0.0000|1.0000|5437.73
