0.0200,yes,4.00
0.0300,yes,50.00
0.0200,yes,1.00
0.0300,yes,50.00
0.0200,yes,4.00
0.0300,yes,5.00
0.0300,yes,50.00
0.0200,yes,4.00
0.0200,yes,1.00
0.0200,yes,1.00
0.0200,yes,4.00
0.0200,yes,5.00
0.0100,no,6.05
0.0100,no,1.00
0.0200,yes,5.00
0.0300,yes,43.00
0.0200,yes,20.00
0.0200,yes,15.00
0.0100,yes,25.59
0.0100,yes,0.59
0.0100,yes,5.00
0.0100,yes,0.38
0.0100,yes,6.47
0.0100,yes,4.00
0.0100,yes,13.00
0.0200,yes,8.00
0.0200,yes,15.00
0.0100,yes,0.29
0.0300,yes,57.00
0.0200,yes,77.00
0.0100,yes,2.29
0.0300,yes,50.00
0.0100,yes,5.00
0.0300,yes,20.11
0.0100,yes,10.00
0.0100,yes,1.00
0.0200,yes,33.00
0.0100,yes,5.00
0.0100,yes,4.65
0.0100,yes,5.00
0.0100,yes,0.35
0.0100,yes,9.35
0.0100,yes,4.00
0.0100,yes,2.00
0.0100,yes,4.00
0.0100,no,1.00
0.0100,no,91.00
0.0100,no,76.14
0.0100,no,25.00
0.0100,no,30.00
0.0100,no,54.00
0.0100,no,100.00
0.0100,no,1.00
0.0100,no,7.00
0.0100,no,0.87
0.0200,yes,8.00
0.0200,yes,1.00
0.0200,yes,1.00
0.0100,no,20.00
0.0100,no,77.72
0.0200,yes,10.00
0.0200,yes,15.00
0.0200,yes,10.00
0.0200,yes,5.00
0.0100,no,5.00
0.0100,no,23.00
0.0100,no,1.00
0.0100,no,1.00
0.0100,no,25.00
0.0100,no,10.30
0.0100,no,5.00
0.0200,no,1.00
0.0300,yes,4.00
0.0200,yes,3.50
0.0200,yes,1.50
0.0200,no,50.00
0.0200,no,4.00
0.0300,yes,4.00
0.0200,no,28.00
0.0200,no,4.00
0.0200,no,86.57
0.0400,yes,66.62
0.0300,yes,4.00
0.0400,yes,2.72
0.0300,yes,26.66
0.0300,yes,12.00
0.0300,yes,3.00
0.0300,yes,13.36
0.0200,yes,4.00
0.0300,yes,2.00
0.0300,yes,10.36
0.0200,yes,1.90
0.0400,yes,53.38
0.0200,no,4.00
0.0200,no,25.00
0.0200,no,2.00
0.0200,no,48.00
0.0200,no,50.00
0.0200,no,50.00
0.0200,no,50.00
0.0200,no,4.00
0.0200,no,46.00
0.0200,no,50.00
0.0300,yes,1.00
0.0300,yes,6.00
0.0200,no,1.00
0.0200,no,4.00
0.0200,yes,9.00
0.0200,yes,1.00
0.0100,no,154.97
0.0100,no,120.00
