0.0100,yes,2.00
0.0100,yes,10.00
0.0100,yes,20.00
0.0100,yes,10.00
0.0100,yes,1.00
0.0100,yes,4.00
0.0100,yes,100.00
0.0200,no,5.00
0.0200,no,26.00
0.0200,no,5.00
0.0200,no,2.00
0.0300,no,19.00
0.0200,no,8.75
0.0400,yes,4.00
0.0400,yes,56.00
0.0400,yes,1.00
0.0300,yes,50.00
0.0400,yes,116.00
0.0300,yes,4.00
0.0300,yes,25.00
0.0400,yes,100.00
0.0400,yes,43.00
0.0300,yes,3.00
0.0200,yes,1.00
0.0200,yes,24.00
0.0200,yes,4.00
0.0200,yes,3.00
0.0100,no,6.00
0.0100,no,3.00
0.0100,no,18.00
0.0100,no,5.00
0.0200,yes,5.00
0.0100,no,5.00
0.0100,no,4.00
0.0200,yes,1.00
0.0100,no,4.00
0.0100,no,4.00
0.0100,no,4.00
0.0100,no,12.00
0.0100,no,4.00
0.0200,yes,5.00
0.0200,yes,15.00
0.0100,no,1.00
0.0200,yes,1.00
0.0200,yes,3.00
0.0200,yes,4.00
0.0100,no,19.41
0.0100,no,8.00
0.0100,no,3.56
0.0100,no,1.00
0.0100,no,5.00
0.0100,no,5.00
0.0200,no,24.00
0.0200,no,18.17
0.0200,no,13.00
0.0200,no,10.18
0.0200,yes,23.87
0.0200,yes,266.12
0.0200,yes,25.00
0.0100,no,4.03
0.0200,yes,10.00
0.0100,no,1.00
0.0100,no,25.00
0.0100,no,10.09
0.0100,no,4.03
0.0100,no,187.16
0.0200,yes,187.16
0.0100,no,1.00
0.0200,yes,4.00
0.0200,yes,25.00
0.0100,no,21.00
0.0100,no,20.00
0.0100,no,6.05
0.0200,no,76.72
0.0300,yes,17.19
0.0200,yes,2.00
0.0300,yes,24.81
0.0200,yes,10.00
0.0200,yes,4.00
0.0100,no,22.00
0.0100,no,40.00
0.0100,no,5.00
0.0100,no,9.00
0.0200,yes,96.00
0.0200,yes,4.00
0.0200,no,5.00
0.0200,no,3.91
0.0200,no,3.09
0.0200,no,0.91
0.0200,no,24.63
0.0200,no,10.37
0.0200,no,5.00
0.0200,no,6.00
0.0200,yes,4.00
0.0200,yes,5.00
0.0200,yes,5.63
0.0100,no,17.00
0.0100,no,15.00
0.0100,no,200.00
