KXHIGHNY-26AUG09-T97,no,1263.50
KXHIGHNY-26AUG08-T96,no,1392.91
KXHIGHNY-26AUG07-T96,no,1736.15
KXHIGHNY-26AUG09-B96.5,no,2352.19
KXHIGHNY-26AUG08-B95.5,no,1558.10
KXHIGHNY-26AUG06-T95,no,1315.02
KXHIGHCHI-26AUG07-T82,no,1887.13
KXHIGHCHI-26AUG07-T89,no,2253.69
KXHIGHCHI-26AUG08-T88,no,3203.17
KXHIGHCHI-26AUG08-T81,no,5399.89
KXHIGHCHI-26AUG07-B82.5,no,5292.37
KXHIGHCHI-26AUG08-B81.5,no,9694.17
KXHIGHLAX-26AUG08-T74,no,2865.90
KXHIGHLAX-26AUG07-T75,no,4641.41
KXHIGHLAX-26AUG09-T75,no,5638.62
