0.0100,yes,35.00
0.0100,yes,93.51
0.0100,yes,166.00
0.0100,yes,935.19
0.0100,yes,93.51
0.0100,yes,93.00
0.0100,yes,467.59
0.0100,yes,11.00
0.0100,yes,200.00
0.0100,yes,10.00
0.0100,yes,2.00
0.0100,yes,467.59
0.0100,yes,93.51
0.0100,yes,93.51
0.0100,yes,119.00
0.0100,yes,189.00
0.0100,yes,189.00
0.0100,yes,191.00
0.0100,yes,191.00
0.0100,yes,25.00
0.0100,yes,100.00
0.0100,yes,50.00
0.0100,yes,50.00
0.0100,no,25.03
0.0100,no,4.00
0.0100,no,21.00
0.0100,no,100.00
0.0100,no,1.00
0.0100,no,30.00
0.0100,no,300.00
0.0200,yes,10.00
0.0200,yes,10.00
0.0100,no,274.97
